total 17300
drwxr-xr-x  2 root root   49152 oct.  27 23:26 .
-rw-r--r--  1 root root   44670 oct.  24 16:17 glib2-2.36.4-i486-1
-rw-r--r--  1 root root  331191 oct.  24 16:17 glibc-2.17-i486-7
-rw-r--r--  1 root root  241545 oct.  24 16:18 glibc-i18n-2.17-i486-7
-rw-r--r--  1 root root    1020 oct.  24 16:18 glibc-profile-2.17-i486-7
-rw-r--r--  1 root root    7954 oct.  24 16:12 glibc-solibs-2.17-i486-7
-rw-r--r--  1 root root   70233 oct.  24 16:12 glibc-zoneinfo-2013d-noarch-7
-rw-r--r--  1 root root   78913 oct.  27 23:23 glibmm-2.36.2-i486-1_SBo
-rw-r--r--  1 root root    7920 oct.  24 16:17 glib-networking-2.36.2-i486-1
-rw-r--r--  1 root root     948 oct.  24 16:35 glproto-1.4.16-noarch-1
-rw-r--r--  1 root root     570 oct.  24 16:35 glu-9.0.0-i486-1
-rw-r--r--  1 root root    8044 oct.  24 16:18 gmime-2.6.15-i486-1
-rw-r--r--  1 root root    2831 oct.  24 16:18 gmm-4.2-noarch-1
-rw-r--r--  1 root root    1019 oct.  24 16:18 gmp-5.1.3-i486-1
-rw-r--r--  1 root root     921 oct.  27 23:23 gmrun-0.9.2-i486-1_SBo
-rw-r--r--  1 root root  159318 oct.  24 16:18 gnome-icon-theme-3.8.3-i486-1
-rw-r--r--  1 root root   11345 oct.  24 16:18 gnome-keyring-3.8.2-i486-1
-rw-r--r--  1 root root  203272 oct.  24 16:18 gnome-themes-standard-3.8.4-i486-1
-rw-r--r--  1 root root    3780 oct.  27 23:23 gnsu-0.2.1-noarch-1gv
-rw-r--r--  1 root root   11257 oct.  24 16:37 gnuchess-6.0.3-i486-2
-rw-r--r--  1 root root    1919 oct.  24 16:18 gnu-efi-3.0s-i486-1
-rw-r--r--  1 root root    4531 oct.  24 16:22 gnupg-1.4.15-i486-1
-rw-r--r--  1 root root   13984 oct.  24 16:23 gnupg2-2.0.22-i486-1
-rw-r--r--  1 root root   11154 oct.  24 16:37 gnuplot-4.6.3-i486-1
-rw-r--r--  1 root root   43930 oct.  24 16:23 gnutls-3.1.16-i486-1
-rw-r--r--  1 root root   12319 oct.  24 16:18 gobject-introspection-1.36.0-i486-1
-rw-r--r--  1 root root    2266 oct.  24 16:23 gpa-0.9.4-i486-1
-rw-r--r--  1 root root    1170 oct.  24 16:30 gperf-3.0.4-i486-1
-rw-r--r--  1 root root    1669 oct.  24 16:23 gpgme-1.4.1-i486-1
-rw-r--r--  1 root root    3680 oct.  24 16:14 gphoto2-2.5.2-i486-1
-rw-r--r--  1 root root    2025 oct.  24 16:12 gpm-1.20.7-i486-2
-rw-r--r--  1 root root    1157 oct.  24 16:12 gptfdisk-0.8.7-i486-1
-rw-r--r--  1 root root    2757 oct.  24 16:18 grantlee-0.3.0-i486-1
-rw-r--r--  1 root root    5112 oct.  24 16:12 grep-2.14-i486-1
-rw-r--r--  1 root root   24635 oct.  24 16:14 groff-1.22.2-i486-1
-rw-r--r--  1 root root   20616 oct.  24 16:13 grub-2.00-i486-2
-rw-r--r--  1 root root    8326 oct.  24 16:18 gsettings-desktop-schemas-3.8.2-i486-1
-rw-r--r--  1 root root   32940 oct.  24 16:19 gst-plugins-base-0.10.36-i486-2
-rw-r--r--  1 root root   10893 oct.  24 16:19 gst-plugins-good-0.10.31-i486-5
-rw-r--r--  1 root root   20761 oct.  24 16:19 gstreamer-0.10.36-i486-2
-rw-r--r--  1 root root   10270 oct.  24 16:19 gtk+-1.2.10-i486-5
-rw-r--r--  1 root root   61512 oct.  24 16:19 gtk+2-2.24.20-i486-1
-rw-r--r--  1 root root   66098 oct.  24 16:19 gtk+3-3.8.2-i486-2
-rw-r--r--  1 root root    9564 oct.  27 23:23 gtk-engines-2.20.2-i486-3_SBo
-rw-r--r--  1 root root    3846 oct.  27 23:23 gtkman-0.7.2-noarch-1gv
-rw-r--r--  1 root root  119207 oct.  27 23:23 gtkmm-2.24.4-i486-1_SBo
-rw-r--r--  1 root root    6221 oct.  24 16:19 gtkspell-2.0.16-i486-1
-rw-r--r--  1 root root   13330 oct.  24 16:37 gucharmap-3.8.2-i486-1
-rw-r--r--  1 root root   32116 oct.  24 16:30 guile-2.0.9-i486-1
-rw-r--r--  1 root root   21760 oct.  24 16:15 gutenprint-5.2.9-i486-1
-rw-r--r--  1 root root    1110 oct.  24 16:37 gv-3.7.4-i486-1
-rw-r--r--  1 root root   11526 oct.  24 16:19 gvfs-1.16.3-i486-2
-rw-r--r--  1 root root    1254 oct.  24 16:13 gzip-1.6-i486-1
-rw-r--r--  1 root root    1560 oct.  24 16:19 harfbuzz-0.9.16-i486-1
-rw-r--r--  1 root root    1126 oct.  24 16:13 hdparm-9.43-i486-1
-rw-r--r--  1 root root    3340 oct.  24 16:30 help2man-1.43.3-i486-1
-rw-r--r--  1 root root    5344 oct.  24 16:19 herqq-1.0.0-i486-1
-rw-r--r--  1 root root    1617 oct.  24 16:34 hfsutils-3.2.6-i486-5
-rw-r--r--  1 root root   14929 oct.  24 16:19 hicolor-icon-theme-0.12-noarch-2
